01.11.2020;3,0;5,4;6,0;1,1;0,5;4,0;95;92;0,0;;;;;;;;;
02.11.2020;1,8;3,0;5,0;1,1;0,5;3,0;100;99;0,0;;;;;;;;;
03.11.2020;0,7;2,9;5,0;-0,8;-2,0;3,0;100;97;;;;;;;;;;
04.11.2020;4,6;7,8;8,0;1,3;0,0;5,0;99;94;0,3;0,0;;;д;;;;;
05.11.2020;6,5;7,5;8,0;5,7;5,0;6,0;98;89;2,1;1,2;;;д;;;;;
06.11.2020;4,9;6,7;6,5;3,0;1,5;6,0;98;87;2,9;3,0;;;д;;;;;
07.11.2020;3,0;4,8;5,0;1,7;0,0;4,0;95;81;1,9;0,9;;;д;;;;;
08.11.2020;4,8;8,5;8,0;3,2;1,0;4,0;81;55;0,0;0,0;;;д;;;;;
09.11.2020;1,1;3,5;4,0;-0,4;-2,0;1,0;72;63;;;;;;;;;;
10.11.2020;0,5;2,2;3,5;-1,6;-2,5;1,0;91;75;1,6;1,1;0;;см;;;;;
11.11.2020;-0,1;0,4;1,0;-0,8;-2,0;0,0;73;66;0,0;0,0;1;;см;;;;;
12.11.2020;-0,7;0,3;0,5;-1,8;-3,0;0,0;73;72;0,0;0,0;1;;см;;;;;
13.11.2020;-0,6;0,3;1,0;-1,7;-3,0;0,0;82;75;0,0;0,0;1;;с;;;;;
14.11.2020;-0,8;0,2;1,0;-1,9;-2,0;0,0;90;80;0,0;0,0;1;;с;;;;;
15.11.2020;-5,1;-0,6;0;-8,6;-11,5;-2,0;76;65;;;;;;;;;;
16.11.2020;-7,9;-3,6;-3,0;-12,1;-13,5;-4,0;87;58;;;;;;;;;;
17.11.2020;-10,7;-5,9;-5,0;-14,7;-18,0;-7,0;85;69;;;;;;;;;;
18.11.2020;-10,2;-4,2;-3,0;-14,6;-18,5;-7,0;73;44;;;;;;;;;;
19.11.2020;-3,8;-1,7;-1,5;-6,2;-7,5;-3,0;80;51;0,3;0,0;;;см;;;;;
20.11.2020;0,0;1,9;2,0;-1,7;-3,0;-1,0;64;42;;0,0;;;д;;;;;
21.11.2020;-1,3;0,0;0,0;-2,8;-5,5;0,0;62;46;;;;;;;;;;
22.11.2020;-4,5;-2,4;-3,0;-6,6;-8,5;-2,0;56;51;0,0;;;;;;;;;
23.11.2020;-3,5;-2,2;-2,0;-4,7;-5,0;-2,0;80;72;0,7;1,5;0;;с;;;;;
24.11.2020;-2,0;0,1;0,5;-3,9;-5,0;0,0;100;99;2,5;1,4;0;1;см;;;;;
25.11.2020;0,0;0,4;0,0;-0,3;-1,0;0,0;100;100;1,8;3,3;3;4;см;;;;;
26.11.2020;-0,4;0,1;0,5;-1,7;-2,5;0,0;100;99;0,0;0,0;5;4;см;;;;;
27.11.2020;-2,6;-1,5;-1,0;-3,7;-4,5;-2,0;100;100;2,5;1,4;5;3;см;;;;;
28.11.2020;-2,9;-1,9;-1,5;-3,6;-4,5;-2,0;100;100;6,1;6,4;9;7;см;;;;;
29.11.2020;-2,1;0,2;1,0;-3,6;-4,0;-2,0;100;100;1,7;1,6;11;10;см;;;;;
30.11.2020;-1,4;0,6;1,0;-6,0;-8,0;-3,0;93;79;0,3;;10;11;;;;;;
01.12.2020;-6,5;-4,2;-4;-8,0;-9,5;-10,0;75;65;;;10;11;;;;;;
02.12.2020;-8,1;-6,7;-7;-10,9;-12,0;-9,0;80;76;;;10;11;;;;;;
03.12.2020;-13,5;-10,0;-10;-15,8;-20,0;-18,0;90;79;;;10;11;;;;;;
04.12.2020;-16;-11,2;-10,0;-20,0;-23,0;-22,0;84;79;;;10;11;;;;;;
05.12.2020;-15,1;-9,4;-9,0;-18,4;-24,0;-20,0;84;78;;;10;11;;;;;;
06.12.2020;-14,7;-7,5;-6,5;-19,3;-24,0;-20,0;82;68;;;10;11;;;;;;
07.12.2020;-11,1;-6,6;-5,0;-15,2;-23,0;-17,0;80;70;;;10;11;;;;;;
08.12.2020;-12,5;-6,1;-6,0;-17,8;-22,0;-18,0;86;72;;;10;11;;;;;;
09.12.2020;-14,4;-5,1;-6,0;-18,8;-23,0;-18,0;82;62;;;10;11;;;;;;
10.12.2020;-14,1;-5,1;-5,0;-18,6;-22,0;-18,0;78;61;;;10;11;;;;;;
11.12.2020;-14,6;-7,6;-7,0;-19,3;-22,0;-19,0;78;60;;;10;11;;;;;;
12.12.2020;-15,9;-12,2;-12,0;-18,3;-20,5;-19,0;85;80;;;10;11;;;;;;
13.12.2020;-15,2;-10,3;-9,0;-18,6;-21,0;-18,0;85;83;;0,0;10;11;с;;;;;
14.12.2020;-13,2;-11,4;-11,0;-14,5;-17,0;-15,0;86;85;;;10;11;;;;;;
15.12.2020;-11,1;-8,0;-7,0;-13,7;-15,5;-10,0;86;83;2,1;0,6;10;11;с;;;;;
16.12.2020;-6,4;-5,5;-5,0;-8,0;-8,5;-5,0;100;97;2;0,7;13;12;с;;;;;
17.12.2020;-4,5;-2,0;-2,0;-5,6;-7,0;-4,0;100;100;2,7;2,7;13;12;см;;;;;
18.12.2020;-2,7;0,3;0,5;-7,1;-7,5;-3,0;88;73;2,1;1,7;13;15;см;;;;;
19.12.2020;-16,5;-7,1;-6,0;-20,3;-25,0;-23,0;85;82;;;15;15;;;;;;
20.12.2020;-14,6;-11,1;-11,0;-18,6;-20,0;-14,0;85;83;0,0;0,0;15;15;см;;;;;
21.12.2020;-5,6;-2,6;-2,5;-11,1;-12,5;-5,0;89;87;0,0;0,0;16;15;см;;;;;
22.12.2020;-3,2;-2,6;-2,0;-3,7;-5,5;-3,0;95;86;0,0;;16;15;;;;;;
23.12.2020;-4,7;-3,0;-2;-6,2;-6,5;-4,0;100;100;0,0;0,0;16;15;см;;;;;
24.12.2020;-7,4;-4,0;-4,0;-9,8;-11,0;-6,0;90;82;0,2;0,0;16;15;с;;;;;
25.12.2020;-5,5;-2,8;-2,5;-8,7;-9,0;-5,0;89;72;1,1;0,7;18;15;с;;;;;
26.12.2020;-7,3;-4,0;-5,0;-8,3;-9,0;-6,0;88;72;4,1;3,3;19;16;с;;;;;
27.12.2020;-5,3;-3,0;-1,5;-7,1;-7,5;-6,0;98;87;0,2;0,0;21;17;с;;;;;
28.12.2020;-11,8;-4,1;-4,5;-18,3;-21,5;-13,0;92;80;0,2;0,0;21;17;с;;;;;
29.12.2020;-20,6;-16,0;-10,0;-23,9;-26,0;-22,0;81;79;0,0;;21;17;;;;;;
30.12.2020;-11,3;-7,7;-7,0;-18,7;-20,5;-10,0;94;83;2,3;2,3;21;17;см;;;;;
31.12.2020;-7,6;-5,8;-5,5;-8,7;-9,5;-7,0;100;100;3,0;0,8;22;20;д;;;;;
01.01.2021;-4,6;-3,4;-3,7;-6,1;-6,2;-4;100;100;0,6;0,0;21;18;с;;;;;
02.01.2021;-5,7;-4,1;-4,6;-7,2;-8,0;-5;100;98;2,5;1,9;22;18;с;;;;;
03.01.2021;-6,2;-0,8;-0,6;-9,0;-9,2;-5;99;93;2,7;2,6;26;22;см;;;;;
04.01.2021;-1,9;-0,8;-1,2;-2,6;-7,9;-2;98;80;1,4;1,7;26;25;с;;;;;
05.01.2021;-2,8;-2,2;-1,9;-3,5;-3,4;-2;100;100;3,9;3,1;27;25;см;;;;;
06.01.2021;-5,1;-2,2;-2,0;-8,9;-10,8;-5;95;83;0,3;0,0;28;26;д;;;;;
07.01.2021;-11,6;-8,6;-8,0;-14,7;-17,9;-13;90;86;0,7;0,2;29;27;с;;;;;
08.01.2021;-7,4;-6,3;-6,3;-8,6;-8,1;-6;100;99;3,6;3,4;33;28;с;;;;;
09.01.2021;-6,5;-6,1;-5,6;-7,2;-6,8;-5;100;98;1,4;0,6;34;29;с;;;;;
10.01.2021;-6,9;-5,9;-6,0;-9,5;-9,0;-6;99;94;3,2;4,6;37;31;с;;;;;
11.01.2021;-13,5;-8,6;-9,0;-18,3;-17,7;-15;87;76;0,4;0,2;38;31;с;;;;;
12.01.2021;-22,0;-16,5;-17,0;-26,3;-31,1;-30;80;77;0,2;0,3;38;31;с;;;;;
13.01.2021;-27,7;-23,2;-23,9;-31,8;-30,5;-31;74;71;0,0;0,0;38;31;с;;;;;
14.01.2021;-19,8;-13,1;-11,5;-27,1;-26,8;-19;80;76;7,2;8,9;38;31;с;;;;;
15.01.2021;-10,8;-9,1;-8,8;-13,1;-11,5;-10;88;86;0,2;0,0;41;37;с;;;;;
16.01.2021;-10,9;-9,6;-9,3;-12,0;-12,2;-10;87;84;12,0;11,9;41;39;с;;;;;
17.01.2021;-17,2;-11,4;-12,2;-21,8;-22,9;-19;79;71;1,1;1,2;48;44;с;;;;;
18.01.2021;-26,6;-19,6;-21,5;-31,7;-33,9;-32;74;70;;;48;44;;;;;;
19.01.2021;-24,8;-20,2;-19,0;-28,1;-30,2;-27;76;74;;;48;44;;;;;;
20.01.2021;-17,0;-12,4;-12,3;-21,1;-20,3;-16;81;79;0,0;0,5;48;44;с;;;;;
21.01.2021;-9,4;-7,5;-6,7;-12,4;-12,6;-10;87;74;0,2;0,4;48;44;с;;;;;
22.01.2021;-10,6;-9,2;-8,9;-11,9;-11,2;-10;87;81;0,3;0,0;45;44;с;;;;;
23.01.2021;-8,5;-5,3;-4,7;-10,2;-10,4;-7;92;82;3,4;3,2;46;44;см;;;;;
24.01.2021;-0,7;1,3;1,7;-5,3;-4,8;-1;100;100;0,3;0,8;45;44;см;;;;;
25.01.2021;1,6;2,4;2,8;1,2;1,4;1;100;98;0,7;0,5;41;37;д;;;;;
26.01.2021;-0,2;1,4;1,9;-1,3;-1,0;0;89;78;0,3;;37;34;;;;;;
27.01.2021;0,1;1,3;1,5;-1,0;-0,6;0;92;83;7,5;5,5;36;34;см;;;;;
28.01.2021;0,0;0,7;0,9;-0,9;-1,9;1;100;100;10,8;10,5;44;37;см;;;;;
29.01.2021;-6,0;-0,9;-1,9;-7,9;-8,3;-5;99;94;0,4;0,0;44;37;с;;;;;
30.01.2021;-3,8;-1,2;-0,5;-6,2;-6,1;-4;97;76;1,9;1,3;44;38;см;;;;;
31.01.2021;-2,6;1,1;1,9;-5,3;-5,5;-3;92;83;9,0;8,3;46;39;см;;;;;
01.02.2021;-3,2;0,1;0,3;-4,5;-6,1;-2;96;85;4,9;5,1;59;45;см;;;;;
02.02.2021;-10,4;-4,5;-4,0;-17,6;-21,2;-15;96;96;;;56;45;;;;;;
03.02.2021;-13,2;-7,3;-8,0;-19,9;-20,9;-15;89;89;0,0;0,0;56;45;с;;;;;
04.02.2021;-4,4;-0,8;-0,3;-7,7;-8,1;-4;99;92;2,7;2,0;56;45;с;;;;;
05.02.2021;-5,6;-1,5;-0,8;-9,5;-8,9;-4;95;77;10,6;14,3;61;52;с;;;;;
06.02.2021;-15,6;-9,5;-8,9;-18,6;-18,6;-15;77;69;0,3;0,3;64;54;с;;;;;
07.02.2021;-19,5;-15,6;-15,0;-22,1;-22,9;-19;74;69;0,7;0,4;63;54;с;;;;;
08.02.2021;-22,7;-17,6;-17,5;-25,7;-25,8;-25;70;62;0;;63;53;;;;;;
09.02.2021;-20,1;-14,7;-11,9;-27,4;-29,5;-28;78;72;;;61;53;;;;;;
10.02.2021;-15,9;-11,1;-11,0;-19,5;-20,8;-17;80;75;0,7;1,1;61;53;с;;;;;
11.02.2021;-14,7;-12,6;-12,7;-16,8;-16,1;-15;80;72;1,0;1,8;63;55;с;;;;;
12.02.2021;-12,9;-12,4;-11,6;-13,3;-13,2;-12;84;83;10,5;11,3;65;57;с;;;;;
13.02.2021;-13,6;-12,8;-11,5;-14,2;-13,3;-13;84;83;15,6;13,5;77;64;с;;;;;
14.02.2021;-14,9;-13,5;-12,3;-16,9;-18,1;-15;83;76;5,5;4,4;86;73;с;;;;;
15.02.2021;-19,8;-16,2;-15,0;-22,6;-31,0;-24;78;68;0,2;0,0;84;73;с;;;;;
16.02.2021;-21,6;-13,4;-12,3;-28,8;-33,9;-28;76;65;;;84;73;;;;;;
17.02.2021;-18,4;-13,1;-13,0;-22,3;-24,2;-24;79;71;0,3;0,7;81;73;с;;;;;
18.02.2021;-19,1;-11,9;-11,2;-26,7;-25,4;-23;77;66;0,3;0,3;81;74;с;;;;;
19.02.2021;-18,9;-15,1;-15,2;-21,8;-22,1;-19;77;62;0,6;0,4;81;74;с;;;;;
20.02.2021;-24,3;-15,3;-13,0;-33,3;-36,1;-28;71;60;;;81;71;;;;;;
21.02.2021;-25;-15,2;-15,2;-33,6;-36,2;-27;74;68;;;78;71;;;;;;
22.02.2021;-24,3;-18,2;-17,8;-29,2;-35,3;-26;71;54;;;78;69;;;;;;
23.02.2021;-25,3;-19,4;-19,1;-29,3;-32,9;-25;67;55;;;78;69;;;;;;
24.02.2021;-23,7;-16,2;-16,5;-31,3;-36,2;-24;74;66;0,0;0,0;78;69;с;;;;;
25.02.2021;-18,2;-14,4;-14,3;-21,8;-23,9;-17;79;74;5,5;5,5;76;69;с;;;;;
26.02.2021;-13,9;-11,0;-11,1;-15,7;-15,2;-11;83;81;7,4;6,6;81;74;с;;;;;
27.02.2021;-12,1;-10,9;-10,0;-14,1;-13,2;-9;81;70;5,3;5,5;91;81;с;;;;;
28.02.2021;-13,5;-7,8;-8,2;-19,3;-25,8;-13;76;60;0,0;;89;80;;;;;;
01.03.2021;-8,0;-2,9;-2,3;-14,0;-18,5;-6;82;69;0,0;0;87;80;с;;;;;
02.03.2021;0,6;3,4;4,1;-3,7;-3,4;1;81;60;1,6;1,5;86;79;см;;;;;
03.03.2021;-2,1;1,7;2,3;-4,2;-3,4;-2;65;51;0,3;0,3;83;73;см;;;;;
04.03.2021;-1,9;1,1;1,8;-3,8;-4,5;-2;80;55;2,4;1,4;80;75;см;;;;;
05.03.2021;-6,6;-1,5;-0,5;-12,6;-16,3;-8;82;46;0,5;0,0;82;75;с;;;;;
06.03.2021;-10,0;-4,5;-3,6;-17,6;-21,4;-12;73;49;0,0;0,4;82;75;с;;;;;
07.03.2021;-13,5;-4,7;-5,0;-22,9;-23,5;-16;82;59;1,6;2,2;80;75;с;;;;;
08.03.2021;-7,4;-3,8;-2,8;-12,6;-11,1;-7;91;56;2,3;2,6;84;78;с;;;;;
09.03.2021;-11,8;-6,9;-7,2;-17,5;-14,1;-11;81;63;0,4;0,3;85;78;с;;;;;
10.03.2021;-17,2;-11,7;-10,7;-22,3;-21,2;-14;66;41;0,2;0,0;83;78;с;;;;;
11.03.2021;-14,6;-4,0;-3,0;-22,9;-30,2;-14;62;36;;;82;77;;;;;;
12.03.2021;-12,7;-5,8;-4,3;-22,9;-26,7;-16;60;29;;;82;75;;;;;;
13.03.2021;-9,1;-2,5;-2,2;-14,7;-19,2;-12;51;39;;;81;75;;;;;;
14.03.2021;-5,7;-1,7;-1,5;-9,0;-8,8;-5;83;77;1,7;0,9;82;75;с;;;;;
15.03.2021;0,7;4,9;5,6;-2,6;-2,2;1;88;59;6,3;6,0;89;80;см;;;;;
16.03.2021;0,3;2,3;3,0;-0,5;-0,5;2;99;96;3,8;3,0;83;75;см;;;;;
17.03.2021;-0,3;2,0;1,4;-3,1;-3,4;1;65;41;0,0;;81;73;;;;;;
18.03.2021;-2,8;0,6;-0,3;-5,1;-5,2;0;68;54;0,0;0,0;79;72;с;;;;;
19.03.2021;-2,6;0,2;0,6;-6,2;-8,5;-2;80;65;0,0;;80;72;;;;;;
20.03.2021;-2,8;-0,7;-0,5;-4,2;-3,7;-2;74;49;0;;80;71;;;;;;
21.03.2021;-6,2;0,0;1,6;-14,0;-16,5;-8;61;44;;;79;71;;;;;;
22.03.2021;-2,4;0,6;0,2;-4,5;-4,3;-3;75;56;0,6;0,6;77;71;см;;;;;
23.03.2021;-0,8;2,0;4,8;-3,9;-3,1;0;73;48;0,0;0,0;80;71;с;;;;;
24.03.2021;-0,5;5,6;5,6;-7,8;-10,7;-2;61;31;;;78;70;;;;;;
25.03.2021;3,0;10,6;11,3;-5,4;-6,2;0;49;33;;;76;69;;;;;;
26.03.2021;1,8;8,0;9,3;-5,5;-7,3;-2;70;51;;;74;64;;;;;;
27.03.2021;2,5;8,6;8,3;-4,5;-7,9;-2;64;29;;;71;62;;;;;;
28.03.2021;0,3;6,5;6,2;-6,5;-9,7;-2;55;21;;;68;60;;;;;;
29.03.2021;-0,1;10,1;10,2;-10,4;-12,4;-2;50;14;;;67;57;;;;;;
30.03.2021;0,0;7,8;8,8;-9,1;-12,0;-2;46;25;;;65;57;;;;;;
31.03.2021;2,1;6,0;6,2;0,5;0,4;2;84;37;6,9;5,9;65;55;см;;;;;
01.04.2021;3,1;5,4;5,8;1,5;1,8;2;97;82;7,3;6,1;55;49;д;;;;;
02.04.2021;1,5;3,8;4,1;0,3;0,8;2;100;100;15,6;10,4;48;43;см;;;;;
03.04.2021;1,8;6,8;5,9;0,1;0,0;2;88;64;8,2;4,1;55;41;д;;;;;
04.04.2021;2,0;7;7,3;-3,4;-3,8;2;70;39;0,0;;52;38;;;;;;
05.04.2021;2,1;6,9;7,7;-2,2;-4,1;1;67;39;;;49;37;;;;;;
06.04.2021;3,6;9,8;9,4;-3,1;-3,6;1;62;31;;;46;34;;;;;;
07.04.2021;5,1;10,5;10,0;-0,5;-4,5;2;51;28;;;41;29;;;;;;
08.04.2021;5,2;9,3;9,5;3,2;2,1;2;70;52;0,7;1,7;37;26;д;;;;;
09.04.2021;3,6;7,6;9,0;-0,9;-2,6;1;60;41;0,0;;33;19;;;;;;
10.04.2021;2,8;11,2;9,8;-6,0;-6,9;1;61;24;;;29;15;;;;;;
11.04.2021;5,0;14,6;15,6;-5,7;-6,8;1;53;23;;;25;15;;;;;;
12.04.2021;6,7;15,4;14,9;-2,9;-3,9;1;51;27;;;21;9;;;;;;
13.04.2021;12,1;20,6;21,2;4,5;3,1;2;42;19;;;16;4;;;;;;
14.04.2021;13,5;21,5;22,6;2,7;-1,0;3;37;17;;;11;;;;;;;
15.04.2021;12,8;22,8;23,1;1,9;0,3;8;52;21;;;;;;;;;;
16.04.2021;9,0;20,6;20,7;3,4;4,1;8;45;23;;;;;;;;;;
17.04.2021;9,2;14,8;15,3;2,4;3,6;8;27;18;;;;;;;;;;
18.04.2021;7,9;15,5;15,9;-1,8;-2,9;8;39;22;;;;;;;;;;
19.04.2021;5,9;13,1;14,2;1,2;2,1;7;34;19;;;;;;;;;;
20.04.2021;5,6;11,9;11,9;-0,2;-0,9;7;28;18;;;;;;;;;;
21.04.2021;4,9;10,1;10,8;1,7;2,3;5;62;22;4,6;6,5;;;д;;;;;
22.04.2021;6,2;11,1;11,6;3,6;3,7;8;89;55;3,8;4,3;;;д;;;;;
23.04.2021;9,8;17,9;18,3;2,4;-0,3;11;64;32;;;;;;;;;;
24.04.2021;11,9;17,4;16,9;7,4;4,5;12;55;40;0,0;0,0;;;д;;;;;
25.04.2021;4,5;13,6;13,3;1,0;2,5;8;91;57;14,6;12,5;;;д;;;;;
26.04.2021;4,8;10,8;11,6;0,8;1,1;7;68;33;6,9;4,4;;;д;;;;;
27.04.2021;4,1;10,2;10,6;-2,9;-3,1;7;65;38;0,0;1,1;;;д;;;;;
28.04.2021;5,1;10,9;10,6;0,3;0,8;9;81;40;4,9;6,5;;;д;;;;;
29.04.2021;5,6;9,5;9,7;2,7;2,4;9;61;39;0,7;0,0;;;д;;;;;
30.04.2021;6,7;15,2;16,2;-2,2;-3,2;8;60;29;;;;;;;;;;
01.05.2021;12,0;14,2;15,5;9,2;6,5;12;56;29;3,4;5,3;;;д;;;;;
02.05.2021;7,9;14,5;15,0;-1,8;-3,0;11;46;22;;;;;;;;;;
03.05.2021;6,6;13,1;13,5;1,2;1,0;9;83;54;5,8;18,5;;;д;;;;;
04.05.2021;11,7;13,6;15,0;9,4;7,0;12;88;53;9,6;17,9;;;д;;;;;
05.05.2021;6,7;10,6;11,0;3,6;3,0;9;67;47;0,0;0,0;;;д;;;;;
06.05.2021;11,5;21,5;22,5;1,9;0,5;14;58;24;;;;;;;;;;
07.05.2021;12,5;19,7;17,0;7,4;4,0;14;53;38;0,5;0,0;;;д;;;;;
08.05.2021;9,8;17,8;18,0;0,0;-2,0;13;64;23;;;;;;;;;;
09.05.2021;13,7;18,9;20,0;10,4;10,0;15;71;49;5,2;5,4;;;д;;;;;
10.05.2021;9,0;13,6;12,0;7,0;6,0;12;99;90;8,2;5,5;;;д;;;;;
11.05.2021;12,9;21,9;23,0;7,4;6,5;17;77;43;;;;;;;;;;
12.05.2021;18,5;28,2;28,5;7,9;8,5;19;58;20;;;;;;;;;;
13.05.2021;19,8;27,3;28,0;12,2;11,0;19;45;26;0,0;0,5;;;д;;;;;
14.05.2021;18,0;26,4;27,5;9,1;7,5;21;71;38;0,5;;;;;;;;;
15.05.2021;21,9;30,4;32;13,8;12,0;23;62;30;0,1;;;;;;;;;
16.05.2021;20,2;27,9;29,0;11,2;10,5;23;58;26;;0,0;;;д;;;;;
17.05.2021;20,1;28,8;31,5;9,4;9,0;25;59;29;;;;;;;;;;
18.05.2021;22,7;30,8;33,5;12,6;12,5;25;53;27;;;;;;;;;;
19.05.2021;24,4;29,5;32,0;18,6;14,0;25;42;27;;;;;;;;;;
20.05.2021;21,7;27,2;28,0;16,8;14,5;24;50;27;12,3;0,0;;;д;;;;;
21.05.2021;16,7;20,2;22,5;13,0;11,5;21;80;54;0,6;0,0;;;д;;;;;
22.05.2021;15,8;20,9;22,0;10,7;10,0;21;61;28;;2,9;;;д;;;;;
23.05.2021;14,1;21,9;24,0;4,4;3,0;19;65;30;;;;;;;;;;
24.05.2021;16,4;21,5;23,0;10,9;10,5;21;66;29;1,3;3,8;;;д;;;;;
25.05.2021;14,8;20,9;22,0;8,2;6,0;21;62;31;;;;;;;;;;
26.05.2021;14,0;19,9;21,0;5,1;3,0;21;60;33;;;;;;;;;;
27.05.2021;15,3;24,1;26,0;6,7;5,5;21;63;35;;;;;;;;;;
28.05.2021;18,1;24,9;27,0;13,7;11,5;22;81;57;4,9;0,0;;;д;;;;;
